SWISS RE;0,05%
COLOPLAST B;0,05%
NUTRIEN;0,05%
BAE SYSTEMS;0,05%
ESSITY B;0,05%
EISAI CO;0,05%
MARKETAXESS HLDGS;0,05%
PANASONIC CORP;0,05%
GLENCORE;0,05%
APTIV PLC;0,05%
WHEATON PRECIOUS METALS;0,05%
VF CORP;0,05%
KERRY GROUP A;0,05%
BMW STAMM;0,05%
RWE STAMM;0,05%
METTLER TOLEDO INTL;0,05%
BIOMARIN PHARMACEUTICAL;0,05%
STANLEY BLACK & DECKER;0,05%
SEATTLE GENETICS;0,05%
VIVENDI;0,05%
HORTON (DR);0,05%
MITSUBISHI ESTATE CO;0,05%
REPUBLIC SERVICES;0,05%
ALEXANDRIA REAL ESTATE;0,05%
SIMON PROPERTY GROUP;0,05%
SANDVIK;0,05%
REALTY INCOME CORP;0,05%
COPART;0,05%
FORTIVE;0,05%
EQUIFAX;0,05%
ALIGN TECHNOLOGY;0,05%
INCYTE CORP;0,05%
UNICREDIT;0,05%
FIRST REPUBLIC BANK;0,05%
CHURCH & DWIGHT CO;0,05%
TYSON FOODS A;0,04%
FLUTTER ENTERTAINMENT;0,04%
SECOM CO;0,04%
AMEREN CORPORATION;0,04%
SMITH & NEPHEW;0,04%
LEGRAND;0,04%
FORTIS;0,04%
MITSUI FUDOSAN CO;0,04%
BEST BUY CO;0,04%
GEBERIT;0,04%
FERGUSON;0,04%
FRESENIUS MEDICAL CARE;0,04%
CARRIER GLOBAL;0,04%
KOMATSU;0,04%
M3;0,04%
GALLAGHER (ARTHUR J,);0,04%
AMERIPRISE FINANCIAL;0,04%
IMPERIAL BRANDS;0,04%
KYOCERA CORP;0,04%
ORIX CORP;0,04%
MICHELIN;0,04%
HONGKONG CHINA GAS;0,04%
BRIDGESTONE CORP;0,04%
LYONDELLBASELL INDS A;0,04%
CORNING;0,04%
NEWCREST MINING;0,04%
LABORATORY CORP OF AMER;0,04%
OTSUKA HOLDINGS CO;0,04%
GOODMAN GROUP;0,04%
AKAMAI TECHNOLOGIES;0,04%
SAMPO A;0,04%
KIRIN HOLDINGS CO;0,04%
SNAP A;0,04%
CITRIX SYSTEMS;0,04%
FORTESCUE METALS GROUP;0,04%
KELLOGG CO;0,04%
CK HUTCHISON HOLDINGS;0,04%
TELEFLEX;0,04%
MODERNA;0,04%
CONAGRA BRANDS;0,04%
NESTE CORPORATION;0,04%
LAS VEGAS SANDS CORP;0,04%
SAINT-GOBAIN;0,04%
CMS ENERGY CORP;0,04%
AKZO NOBEL;0,04%
FUJI FILM HOLDINGS CO;0,04%
CAPGEMINI;0,04%
CLP HOLDINGS;0,04%
UNITED OVERSEAS BANK;0,04%
LENNAR CORP A;0,04%
DENSO CORP;0,04%
TRANSUNION;0,04%
DEUTSCHE BANK;0,04%
LINK REIT;0,04%
ESSEX PROPERTY TRUST;0,04%
AMCOR;0,04%
SSE;0,04%
OLD DOMINION FREIGHT;0,04%
NORTHERN TRUST CORP;0,04%
CDW CORP;0,04%
CARDINAL HEALTH;0,04%
HENKEL VORZUG;0,04%
SUN HUNG KAI PROPERTIES;0,04%
STMICROELECTRONICS;0,04%
QUEST DIAGNOSTICS;0,04%
ASSICURAZIONI GENERALI;0,04%
RESTAURANT BRANDS INT;0,04%
ONEOK;0,04%
WEYERHAEUSER CO;0,04%
WEST PHARMACEUTICAL SVCS;0,04%
UPM-KYMMENE;0,04%
COUPA SOFTWARE;0,04%
MAXIM INTEGRATED PRDCTS;0,04%
HEXAGON B;0,04%
SHIONOGI & CO;0,04%
COOPER COMPANIES (THE);0,04%
CGI A;0,04%
PARTNERS GROUP HOLDING;0,04%
TAKE-TWO INTERACTIVE SOF;0,04%
