KENEDIX OFFICE INV CORP;0.042773%
DICKS SPORTING GOODS;0.042772%
WEINGARTEN REALTY;0.042753%
PAPA JOHNS INTERNATIONAL;0.042678%
MONEYSUPERMARKET.COM;0.042605%
SUSHIRO GLOBAL HLDGS;0.042598%
WIENERBERGER;0.042598%
ALS;0.042572%
LIVONGO HEALTH;0.042485%
GIBSON ENERGY;0.042479%
OLD NATIONAL BANCORP;0.042443%
INTERPUMP GROUP;0.042403%
KYOWA EXEO CORP;0.042388%
ACADIA HEALTHCARE;0.042334%
APPEN;0.042250%
AUTONATION;0.042248%
JUSTSYSTEM CORP;0.042243%
TRIPADVISOR;0.042238%
APPLE HOSPITALITY REIT;0.042134%
COLUMBIA SPORTSWEAR CO;0.042124%
QUAKER CHEMICAL CORP;0.042000%
TUI;0.041984%
MEDALLIA;0.041920%
EVERCORE PARTNERS;0.041893%
SUGI HOLDINGS CO;0.041878%
SBM OFFSHORE;0.041862%
APPLIED INDUSTRIAL TECH;0.041839%
GLANBIA;0.041835%
ASHMORE GROUP;0.041753%
AAON;0.041720%
NETLINK NBN TRUST;0.041694%
IBERIABANK CORP;0.041671%
ALLIANCE DATA SYSTEMS;0.041649%
TURNING POINT;0.041563%
KAGOME CO;0.041478%
FANCL CORP;0.041449%
GRENKE;0.041398%
INGEVITY CORP;0.041369%
CARGURUS A;0.041293%
VONAGE HOLDINGS;0.041293%
JAPAN LOGISTICS FUND;0.041276%
SANKYU;0.041262%
HELMERICH & PAYNE;0.041231%
FIRST HAWAIIAN;0.041224%
BENDIGO & ADELAIDE BANK;0.041193%
HARMONIC DRIVE SYSTEMS;0.041099%
WIHLBORGS FASTIGHETER;0.041092%
CENTERRA GOLD;0.041080%
NIHON UNISYS;0.041077%
ASSOCIATED BANC-CORP;0.041069%
CALIFORNIA WATER SERVICE;0.041066%
CHEMOURS CO;0.041054%
SVMK;0.041024%
ALARM.COM HOLDINGS;0.041015%
DENALI THERAPEUTICS;0.040985%
CARNIVAL PLC (GB);0.040981%
FREENET;0.040978%
CORBION;0.040957%
NOVAGOLD RESOURCES;0.040955%
MERIT MEDICAL SYSTEMS;0.040834%
GAP;0.040790%
