Fund Holdings as of,"07/jun/2022"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"REC","RECORDATI INDUSTRIA CHIMICA E FARM","Gezondheidszorg","Aandelen","3.489.930,35","0,01","3.489.930,35","83.077,00","42,01","Italië","Borsa Italiana","EUR"
"DIE","DIETEREN (D) SA","Luxe-consumentengoederen","Aandelen","3.459.019,42","0,01","3.459.019,42","20.659,00","167,43","België","Nyse Euronext - Euronext Brussels","EUR"
"GN","GN STORE NORD","Gezondheidszorg","Aandelen","3.449.763,61","0,01","3.449.763,61","89.275,00","38,64","Denemarken","Omx Nordic Exchange Copenhagen A/S","DKK"
"AMP","AMPLIFON","Gezondheidszorg","Aandelen","3.446.671,55","0,01","3.446.671,55","102.762,00","33,54","Italië","Borsa Italiana","EUR"
"AIA","AUCKLAND INTERNATIONAL AIRPORT LTD","Industrie","Aandelen","3.440.634,49","0,01","3.440.634,49","697.635,00","4,93","Nieuw-Zeeland","New Zealand Exchange Ltd","NZD"
"JMAT","JOHNSON MATTHEY PLC","Materialen","Aandelen","3.432.915,12","0,01","3.432.915,12","131.496,00","26,11","Verenigd Koninkrijk","London Stock Exchange","GBP"
"SIRI","SIRIUS XM HOLDINGS INC","Communicatie","Aandelen","3.428.817,38","0,01","3.428.817,38","545.122,00","6,29","Verenigde Staten","NASDAQ","USD"
"2433","HAKUHODO DY HOLDINGS INC","Communicatie","Aandelen","3.424.806,94","0,01","3.424.806,94","341.900,00","10,02","Japan","Tokyo Stock Exchange","JPY"
"TKWY","JUST EAT TAKEAWAY.COM NV","Luxe-consumentengoederen","Aandelen","3.411.604,52","0,01","3.411.604,52","149.089,00","22,88","Nederland","Euronext Amsterdam","EUR"
"SDR","SCHRODERS PLC","Financiële waarden","Aandelen","3.381.735,29","0,01","3.381.735,29","92.303,00","36,64","Verenigd Koninkrijk","London Stock Exchange","GBP"
"7259","AISIN CORP","Luxe-consumentengoederen","Aandelen","3.346.405,59","0,01","3.346.405,59","99.398,00","33,67","Japan","Tokyo Stock Exchange","JPY"
"BCE","BCE INC","Communicatie","Aandelen","3.319.123,09","0,01","3.319.123,09","60.356,00","54,99","Canada","Toronto Stock Exchange","CAD"
"C6L","SINGAPORE AIRLINES LTD","Industrie","Aandelen","3.302.722,83","0,01","3.302.722,83","831.155,00","3,97","Singapore","Singapore Exchange","SGD"
"3626","TIS INC","IT","Aandelen","3.298.962,07","0,01","3.298.962,07","127.600,00","25,85","Japan","Tokyo Stock Exchange","JPY"
"BIM","BIOMERIEUX SA","Gezondheidszorg","Aandelen","3.292.552,79","0,01","3.292.552,79","32.354,00","101,77","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"5019","IDEMITSU KOSAN LTD","Energie","Aandelen","3.282.631,52","0,01","3.282.631,52","112.514,00","29,18","Japan","Tokyo Stock Exchange","JPY"
"LUND B","LUNDBERGFORETAGEN CLASS B","Financiële waarden","Aandelen","3.277.423,37","0,01","3.277.423,37","68.447,00","47,88","Zweden","Nasdaq Omx Nordic","SEK"
"BMW3","BMW PREF AG","Luxe-consumentengoederen","Aandelen","3.254.976,44","0,01","3.254.976,44","41.032,00","79,33","Duitsland","Xetra","EUR"
"17","NEW WORLD DEVELOPMENT COMPANY LTD","Vastgoed","Aandelen","3.249.023,66","0,01","3.249.023,66","835.814,00","3,89","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"BC8","BECHTLE AG","IT","Aandelen","3.246.464,13","0,01","3.246.464,13","72.117,00","45,02","Duitsland","Xetra","EUR"
"9042","HANKYU HANSHIN HOLDINGS INC","Industrie","Aandelen","3.209.314,97","0,01","3.209.314,97","120.100,00","26,72","Japan","Tokyo Stock Exchange","JPY"
"RCO","REMY COINTREAU SA","Basis-consumentengoederen","Aandelen","3.185.751,25","0,01","3.185.751,25","16.908,00","188,42","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"INDU A","INDUSTRIVARDEN A","Financiële waarden","Aandelen","3.176.894,64","0,01","3.176.894,64","119.344,00","26,62","Zweden","Nasdaq Omx Nordic","SEK"
"VOLV A","VOLVO CLASS A","Industrie","Aandelen","3.173.145,29","0,01","3.173.145,29","166.437,00","19,07","Zweden","Nasdaq Omx Nordic","SEK"
"ORNBV","ORION CLASS B","Gezondheidszorg","Aandelen","3.163.943,11","0,01","3.163.943,11","79.213,00","39,94","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"SOBI","SWEDISH ORPHAN BIOVITRUM","Gezondheidszorg","Aandelen","3.150.988,78","0,01","3.150.988,78","140.108,00","22,49","Zweden","Nasdaq Omx Nordic","SEK"
"BALD B","FASTIGHETS BALDER CLASS B","Vastgoed","Aandelen","3.109.249,81","0,01","3.109.249,81","464.926,00","6,69","Zweden","Nasdaq Omx Nordic","SEK"
"PAAS","PAN AMERICAN SILVER CORP","Materialen","Aandelen","3.101.194,75","0,01","3.101.194,75","133.781,00","23,18","Canada","Toronto Stock Exchange","CAD"
"5332","TOTO LTD","Industrie","Aandelen","3.083.753,39","0,01","3.083.753,39","93.057,00","33,14","Japan","Tokyo Stock Exchange","JPY"
"AER","AERCAP HOLDINGS NV","Industrie","Aandelen","3.075.599,20","0,01","3.075.599,20","61.328,00","50,15","Nederland","New York Stock Exchange Inc.","USD"
"KGX","KION GROUP AG","Industrie","Aandelen","3.076.072,64","0,01","3.076.072,64","61.713,00","49,84","Duitsland","Xetra","EUR"
"LATO B","LATOUR INVESTMENT CLASS B","Industrie","Aandelen","3.068.310,54","0,01","3.068.310,54","127.344,00","24,09","Zweden","Nasdaq Omx Nordic","SEK"
"INDU C","INDUSTRIVARDEN SERIES","Financiële waarden","Aandelen","3.040.726,21","0,01","3.040.726,21","115.830,00","26,25","Zweden","Nasdaq Omx Nordic","SEK"
"FDJ","LA FRANCAISE DES JEUX SA","Luxe-consumentengoederen","Aandelen","3.033.809,43","0,01","3.033.809,43","82.741,00","36,67","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"BEPC","BROOKFIELD RENEWABLE SUBORDINATE V","Nutsbedrijven","Aandelen","3.037.061,73","0,01","3.037.061,73","82.458,00","36,83","Canada","Toronto Stock Exchange","CAD"
"SCHN","SCHINDLER HOLDING AG","Industrie","Aandelen","3.035.589,90","0,01","3.035.589,90","15.553,00","195,18","Zwitserland","SIX Swiss Exchange","CHF"
"ADP","AEROPORTS DE PARIS SA","Industrie","Aandelen","3.015.507,63","0,01","3.015.507,63","20.583,00","146,50","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"REE","RED ELECTRICA SA","Nutsbedrijven","Aandelen","3.009.713,87","0,01","3.009.713,87","146.923,00","20,48","Spanje","Bolsa De Madrid","EUR"
"EVK","EVONIK INDUSTRIES AG","Materialen","Aandelen","2.981.843,38","0,01","2.981.843,38","107.542,00","27,73","Duitsland","Xetra","EUR"
"1929","CHOW TAI FOOK JEWELLERY GROUP LTD","Luxe-consumentengoederen","Aandelen","2.969.235,10","0,01","2.969.235,10","1.647.600,00","1,80","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"MF","WENDEL","Financiële waarden","Aandelen","2.963.221,16","0,01","2.963.221,16","28.728,00","103,15","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"W","WAYFAIR INC CLASS A","Luxe-consumentengoederen","Aandelen","2.954.606,40","0,01","2.954.606,40","53.995,00","54,72","Verenigde Staten","New York Stock Exchange Inc.","USD"
"9041","KINTETSU GROUP HOLDINGS LTD","Industrie","Aandelen","2.941.294,58","0,01","2.941.294,58","99.400,00","29,59","Japan","Tokyo Stock Exchange","JPY"
"VOE","VOESTALPINE AG","Materialen","Aandelen","2.933.292,01","0,01","2.933.292,01","97.025,00","30,23","Oostenrijk","Wiener Boerse Ag","EUR"
"8473","SBI HOLDINGS INC","Financiële waarden","Aandelen","2.923.486,70","0,01","2.923.486,70","148.900,00","19,63","Japan","Tokyo Stock Exchange","JPY"
"SOF","SOFINA SA","Financiële waarden","Aandelen","2.903.401,19","0,01","2.903.401,19","12.475,00","232,74","België","Nyse Euronext - Euronext Brussels","EUR"
"IPN","IPSEN SA","Gezondheidszorg","Aandelen","2.887.723,73","0,01","2.887.723,73","28.834,00","100,15","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"LIFCO B","LIFCO CLASS B","Industrie","Aandelen","2.875.583,29","0,01","2.875.583,29","146.738,00","19,60","Zweden","Nasdaq Omx Nordic","SEK"
"ERIE","ERIE INDEMNITY CLASS A","Financiële waarden","Aandelen","2.878.016,70","0,01","2.878.016,70","16.185,00","177,82","Verenigde Staten","NASDAQ","USD"
"M44U","MAPLETREE LOGISTICS TRUST UNITS","Vastgoed","Aandelen","2.861.871,17","0,01","2.861.871,17","2.368.888,00","1,21","Singapore","Singapore Exchange","SGD"
"6806","HIROSE ELECTRIC LTD","IT","Aandelen","2.855.693,53","0,01","2.855.693,53","20.650,00","138,29","Japan","Tokyo Stock Exchange","JPY"
"INW","INFRASTRUTTURE WIRELESS ITALIANE","Communicatie","Aandelen","2.842.305,07","0,01","2.842.305,07","254.798,00","11,16","Italië","Borsa Italiana","EUR"
"NEM","NEMETSCHEK","IT","Aandelen","2.837.097,40","0,01","2.837.097,40","39.566,00","71,71","Duitsland","Xetra","EUR"
"7186","CONCORDIA FINANCIAL GROUP LTD","Financiële waarden","Aandelen","2.830.398,94","0,01","2.830.398,94","816.900,00","3,46","Japan","Tokyo Stock Exchange","JPY"
"GRAB","GRAB HOLDINGS LTD CLASS A","Industrie","Aandelen","2.831.943,70","0,01","2.831.943,70","1.068.658,00","2,65","Singapore","NASDAQ","USD"
"G13","GENTING SINGAPORE LTD","Luxe-consumentengoederen","Aandelen","2.827.277,90","0,01","2.827.277,90","4.980.540,00","0,57","Singapore","Singapore Exchange","SGD"
"2127","NIHON M&A CENTER HOLDINGS INC","Industrie","Aandelen","2.820.479,34","0,01","2.820.479,34","263.500,00","10,70","Japan","Tokyo Stock Exchange","JPY"
"3003","HULIC LTD","Vastgoed","Aandelen","2.813.339,29","0,01","2.813.339,29","344.134,00","8,18","Japan","Tokyo Stock Exchange","JPY"
"1802","OBAYASHI CORP","Industrie","Aandelen","2.808.658,30","0,01","2.808.658,30","385.972,00","7,28","Japan","Tokyo Stock Exchange","JPY"
"REA","REA GROUP LTD","Communicatie","Aandelen","2.807.494,26","0,01","2.807.494,26","36.741,00","76,41","Australië","Asx - All Markets","AUD"
"MEL","MERIDIAN ENERGY LTD","Nutsbedrijven","Aandelen","2.800.885,22","0,01","2.800.885,22","900.977,00","3,11","Nieuw-Zeeland","New Zealand Exchange Ltd","NZD"
"SAGA B","SAGAX CLASS B","Vastgoed","Aandelen","2.767.779,03","0,01","2.767.779,03","109.972,00","25,17","Zweden","Nasdaq Omx Nordic","SEK"
"AMUN","AMUNDI SA","Financiële waarden","Aandelen","2.761.828,01","0,01","2.761.828,01","48.131,00","57,38","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"RF","EURAZEO","Financiële waarden","Aandelen","2.736.351,92","0,01","2.736.351,92","35.402,00","77,29","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"KOG","KONGSBERG GRUPPEN","Industrie","Aandelen","2.703.029,10","0,01","2.703.029,10","74.221,00","36,42","Noorwegen","Oslo Bors Asa","NOK"
"CWN","CROWN RESORTS LTD","Luxe-consumentengoederen","Aandelen","2.672.400,71","0,01","2.672.400,71","290.345,00","9,20","Australië","Asx - All Markets","AUD"
"2587","SUNTORY BEVERAGE & FOOD LTD","Basis-consumentengoederen","Aandelen","2.651.304,02","0,01","2.651.304,02","71.900,00","36,87","Japan","Tokyo Stock Exchange","JPY"
"7182","JAPAN POST BANK LTD","Financiële waarden","Aandelen","2.637.092,28","0,01","2.637.092,28","350.400,00","7,53","Japan","Tokyo Stock Exchange","JPY"
"PROX","PROXIMUS NV","Communicatie","Aandelen","2.614.201,25","0,01","2.614.201,25","155.092,00","16,86","België","Nyse Euronext - Euronext Brussels","EUR"
"TIT","TELECOM ITALIA","Communicatie","Aandelen","2.571.047,01","0,01","2.571.047,01","8.577.190,00","0,30","Italië","Borsa Italiana","EUR"
"HL.","HARGREAVES LANSDOWN PLC","Financiële waarden","Aandelen","2.569.223,77","0,01","2.569.223,77","243.916,00","10,53","Verenigd Koninkrijk","London Stock Exchange","GBP"
"WIX","WIX.COM LTD","IT","Aandelen","2.569.366,80","0,01","2.569.366,80","42.780,00","60,06","Israël","NASDAQ","USD"
"JDEP","JDE PEETS NV","Basis-consumentengoederen","Aandelen","2.563.010,65","0,01","2.563.010,65","88.474,00","28,97","Nederland","Euronext Amsterdam","EUR"
"3288","OPEN HOUSE GROUP LTD","Luxe-consumentengoederen","Aandelen","2.562.415,55","0,01","2.562.415,55","62.400,00","41,06","Japan","Tokyo Stock Exchange","JPY"
"9697","CAPCOM LTD","Communicatie","Aandelen","2.552.066,43","0,01","2.552.066,43","99.000,00","25,78","Japan","Tokyo Stock Exchange","JPY"
"8331","CHIBA BANK LTD","Financiële waarden","Aandelen","2.542.421,59","0,01","2.542.421,59","479.100,00","5,31","Japan","Tokyo Stock Exchange","JPY"
"1876","BUDWEISER BREWING COMPANY APAC LTD","Basis-consumentengoederen","Aandelen","2.543.879,48","0,01","2.543.879,48","905.200,00","2,81","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"RAA","RATIONAL AG","Industrie","Aandelen","2.540.340,21","0,01","2.540.340,21","3.815,00","665,88","Duitsland","Xetra","EUR"
"IEL","IDP EDUCATION PTY LTDINARY","Luxe-consumentengoederen","Aandelen","2.536.831,68","0,01","2.536.831,68","151.470,00","16,75","Australië","Asx - All Markets","AUD"
"REH","REECE LTD","Industrie","Aandelen","2.532.883,12","0,01","2.532.883,12","242.309,00","10,45","Australië","Asx - All Markets","AUD"
"2897","NISSIN FOODS HOLDINGS LTD","Basis-consumentengoederen","Aandelen","2.528.477,07","0,01","2.528.477,07","39.500,00","64,01","Japan","Tokyo Stock Exchange","JPY"
"FUTU","FUTU HOLDINGS ADR LTD","Financiële waarden","Aandelen","2.521.140,12","0,01","2.521.140,12","54.009,00","46,68","Hong Kong","NASDAQ","USD"
"PKI","PARKLAND CORP","Energie","Aandelen","2.511.408,12","0,01","2.511.408,12","81.205,00","30,93","Canada","Toronto Stock Exchange","CAD"
"PTON","PELOTON INTERACTIVE CLASS A INC","Luxe-consumentengoederen","Aandelen","2.503.563,59","0,01","2.503.563,59","201.413,00","12,43","Verenigde Staten","NASDAQ","USD"
"4183","MITSUI CHEMICALS INC","Materialen","Aandelen","2.489.749,01","0,01","2.489.749,01","100.100,00","24,87","Japan","Tokyo Stock Exchange","JPY"
"83","SINO LAND LTD","Vastgoed","Aandelen","2.487.274,07","0,01","2.487.274,07","1.748.703,00","1,42","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"AVV","AVEVA GROUP PLC","IT","Aandelen","2.459.931,23","0,01","2.459.931,23","87.677,00","28,06","Verenigd Koninkrijk","London Stock Exchange","GBP"
"CNP","CNP ASSURANCES SA","Financiële waarden","Aandelen","2.449.968,21","0,01","2.449.968,21","109.919,00","22,29","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"19","SWIRE PACIFIC LTD A","Vastgoed","Aandelen","2.442.967,39","0,01","2.442.967,39","394.401,00","6,19","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"SINCH","SINCH","IT","Aandelen","2.407.805,80","0,01","2.407.805,80","558.543,00","4,31","Zweden","Nasdaq Omx Nordic","SEK"
"QAN","QANTAS AIRWAYS LTD","Industrie","Aandelen","2.408.465,48","0,01","2.408.465,48","625.945,00","3,85","Australië","Asx - All Markets","AUD"
"BHC","BAUSCH HEALTH COMPANIES INC","Gezondheidszorg","Aandelen","2.395.934,97","0,01","2.395.934,97","263.742,00","9,08","Canada","Toronto Stock Exchange","CAD"
"SECU B","SECURITAS B","Industrie","Aandelen","2.390.889,61","0,01","2.390.889,61","232.257,00","10,29","Zweden","Nasdaq Omx Nordic","SEK"
"IGM","IGM FINANCIAL INC","Financiële waarden","Aandelen","2.386.076,14","0,01","2.386.076,14","78.405,00","30,43","Canada","Toronto Stock Exchange","CAD"
"9001","TOBU RAILWAY LTD","Industrie","Aandelen","2.381.638,04","0,01","2.381.638,04","104.300,00","22,83","Japan","Tokyo Stock Exchange","JPY"
"868","XINYI GLASS HOLDINGS LTD","Industrie","Aandelen","2.370.640,38","0,01","2.370.640,38","1.022.000,00","2,32","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"DMP","DOMINOS PIZZA ENTERPRISES LTD","Luxe-consumentengoederen","Aandelen","2.361.925,91","0,01","2.361.925,91","50.421,00","46,84","Australië","Asx - All Markets","AUD"
"7912","DAI NIPPON PRINTING LTD","Industrie","Aandelen","2.355.847,34","0,01","2.355.847,34","106.443,00","22,13","Japan","Tokyo Stock Exchange","JPY"
"8355","SHIZUOKA BANK LTD","Financiële waarden","Aandelen","2.341.801,85","0,01","2.341.801,85","392.200,00","5,97","Japan","Tokyo Stock Exchange","JPY"
"BB","BLACKBERRY LTD","IT","Aandelen","2.317.209,13","0,01","2.317.209,13","379.122,00","6,11","Canada","Toronto Stock Exchange","CAD"
"ROCK B","ROCKWOOL INTERNATIONAL B","Industrie","Aandelen","2.296.101,91","0,01","2.296.101,91","8.167,00","281,14","Denemarken","Omx Nordic Exchange Copenhagen A/S","DKK"
"2638","HK ELECTRIC INVESTMENTS UNITS LTD","Nutsbedrijven","Aandelen","2.287.900,44","0,01","2.287.900,44","2.343.500,00","0,98","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"LHA","DEUTSCHE LUFTHANSA AG","Industrie","Aandelen","2.246.389,55","0,00","2.246.389,55","317.499,00","7,08","Duitsland","Xetra","EUR"
"DIA","DIASORIN","Gezondheidszorg","Aandelen","2.243.034,77","0,00","2.243.034,77","17.188,00","130,50","Italië","Borsa Italiana","EUR"
"4922","KOSE CORP","Basis-consumentengoederen","Aandelen","2.235.953,95","0,00","2.235.953,95","24.200,00","92,39","Japan","Tokyo Stock Exchange","JPY"
"JD.","JD SPORTS FASHION PLC","Luxe-consumentengoederen","Aandelen","2.230.726,62","0,00","2.230.726,62","1.496.852,00","1,49","Verenigd Koninkrijk","London Stock Exchange","GBP"
"S68","SINGAPORE EXCHANGE LTD","Financiële waarden","Aandelen","2.206.703,53","0,00","2.206.703,53","311.626,00","7,08","Singapore","Singapore Exchange","SGD"
"HIK","HIKMA PHARMACEUTICALS PLC","Gezondheidszorg","Aandelen","2.208.671,07","0,00","2.208.671,07","105.657,00","20,90","Verenigd Koninkrijk","London Stock Exchange","GBP"
"BANB","BACHEM HOLDING AG","Gezondheidszorg","Aandelen","2.204.845,90","0,00","2.204.845,90","28.512,00","77,33","Zwitserland","SIX Swiss Exchange","CHF"
"9602","TOHO (TOKYO) LTD","Communicatie","Aandelen","2.190.526,51","0,00","2.190.526,51","56.900,00","38,50","Japan","Tokyo Stock Exchange","JPY"
"LSPD","LIGHTSPEED COMMERCE INC","IT","Aandelen","2.181.611,67","0,00","2.181.611,67","79.492,00","27,44","Canada","Toronto Stock Exchange","CAD"
"AZRG","AZRIELI GROUP LTD","Vastgoed","Aandelen","2.180.947,37","0,00","2.180.947,37","31.002,00","70,35","Israël","Tel Aviv Stock Exchange","ILS"
"101","HANG LUNG PROPERTIES LTD","Vastgoed","Aandelen","2.167.554,94","0,00","2.167.554,94","1.149.119,00","1,89","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"LSXMA","LIBERTY MEDIA LIBERTY SIRIUSXM COR","Communicatie","Aandelen","2.153.930,74","0,00","2.153.930,74","53.131,00","40,54","Verenigde Staten","NASDAQ","USD"
"9008","KEIO CORP","Industrie","Aandelen","2.140.575,35","0,00","2.140.575,35","62.187,00","34,42","Japan","Tokyo Stock Exchange","JPY"
"C09","CITY DEVELOPMENTS LTD","Vastgoed","Aandelen","2.131.675,73","0,00","2.131.675,73","354.604,00","6,01","Singapore","Singapore Exchange","SGD"
"NVEI","NUVEI SUBORDINATE VOTING CORP","IT","Aandelen","2.089.908,39","0,00","2.089.908,39","41.471,00","50,39","Canada","Toronto Stock Exchange","CAD"
"7276","KOITO MANUFACTURING LTD","Luxe-consumentengoederen","Aandelen","2.089.813,17","0,00","2.089.813,17","57.200,00","36,54","Japan","Tokyo Stock Exchange","JPY"
"4062","IBIDEN LTD","IT","Aandelen","2.073.787,51","0,00","2.073.787,51","59.400,00","34,91","Japan","Tokyo Stock Exchange","JPY"
"3092","ZOZO INC","Luxe-consumentengoederen","Aandelen","2.066.280,43","0,00","2.066.280,43","103.100,00","20,04","Japan","Tokyo Stock Exchange","JPY"
"REI.UN","RIOCAN REAL ESTATE INVESTMENT TRUS","Vastgoed","Aandelen","2.050.088,65","0,00","2.050.088,65","115.625,00","17,73","Canada","Toronto Stock Exchange","CAD"
"3861","OJI HOLDINGS CORP","Materialen","Aandelen","2.044.820,53","0,00","2.044.820,53","478.600,00","4,27","Japan","Tokyo Stock Exchange","JPY"
"U14","UOL GROUP LTD","Vastgoed","Aandelen","2.036.410,83","0,00","2.036.410,83","380.698,00","5,35","Singapore","Singapore Exchange","SGD"
"CHWY","CHEWY INC CLASS A","Luxe-consumentengoederen","Aandelen","2.023.662,96","0,00","2.023.662,96","70.708,00","28,62","Verenigde Staten","New York Stock Exchange Inc.","USD"
"6370","KURITA WATER INDUSTRIES LTD","Industrie","Aandelen","2.021.949,95","0,00","2.021.949,95","52.214,00","38,72","Japan","Tokyo Stock Exchange","JPY"
"N2IU","MAPLETREE COMMERCIAL UNITS TRUST","Vastgoed","Aandelen","2.020.013,83","0,00","2.020.013,83","1.542.000,00","1,31","Singapore","Singapore Exchange","SGD"
"MCY","MERCURY NZ LTD","Nutsbedrijven","Aandelen","1.989.096,29","0,00","1.989.096,29","541.667,00","3,67","Nieuw-Zeeland","New Zealand Exchange Ltd","NZD"
"6845","AZBIL CORP","IT","Aandelen","1.961.902,25","0,00","1.961.902,25","69.400,00","28,27","Japan","Tokyo Stock Exchange","JPY"
"9719","SCSK CORP","IT","Aandelen","1.926.508,40","0,00","1.926.508,40","114.600,00","16,81","Japan","Tokyo Stock Exchange","JPY"
"9147","NIPPON EXPRESS HOLDINGS INC","Industrie","Aandelen","1.917.460,12","0,00","1.917.460,12","32.861,00","58,35","Japan","Tokyo Stock Exchange","JPY"
"2371","KAKAKU.COM INC","Communicatie","Aandelen","1.899.118,63","0,00","1.899.118,63","105.266,00","18,04","Japan","Tokyo Stock Exchange","JPY"
"NZD","NZD CASH","Liquide middelen en/of derivaten","Liquiditeiten","1.863.119,39","0,00","1.863.119,39","2.876.738,00","64,77","Nieuw-Zeeland","-","NZD"
